Timestamp,objectid,title,creator ,type,format,date,description,subject,location,latitude,longitude,filename
6/5/2024 10:26:24,meal001,Tequilas,Roberto Vargas,Image;StillImage,image/jpeg,2011,Ceviche with mezcal,mexican; mezcal; seafood,"philadelphia, PA, USA",39.94906274,-75.16839432,https://www.gayot.com/images/reviews/tequilas-restaurant-philly.jpg
